cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,mix_id,age_stage
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.378282643999995,9,Later
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.732763231999996,4,Later
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.86640156,15,Early
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.655112243999994,8,Later
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452,4,Later
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.064311264,12,Later
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.698039603999995,11,Later
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.275580636,2,Early
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.856968808,8,28-day
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.98818916,16,28-day
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.39795764,17,Early
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.79941252,18,Early
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996,19,Early
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114,20,Early
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,28.99936056,21,Early
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.79707432,22,Early
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.1964508,23,Early
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147,24,Early
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124,25,Early
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478,26,Early
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436,27,Early
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,28,Early
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.296095039999997,29,Early
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.599464479999998,30,Early
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564,31,Early
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132,32,Early
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688,33,Early
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862,34,Early
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676,17,Early
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532,18,Early
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,19,Early
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088,20,Early
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928,21,Early
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464,22,Early
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.896079119999996,23,Early
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512,24,Early
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.89815752,25,Early
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.398217439999996,26,Early
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696,27,Early
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,28,Early
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148,29,Early
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556,30,Early
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.997022359999995,31,Early
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.095767359999996,32,Early
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09498796,33,Early
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796,28,Early
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.101223159999996,34,Early
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836,17,28-day
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348,18,28-day
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,19,28-day
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.797733879999996,20,28-day
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148,21,28-day
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256,22,28-day
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628,23,28-day
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028,24,28-day
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368,25,28-day
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.495923239999996,26,28-day
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406,27,28-day
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,28,28-day
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984,29,28-day
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796,30,28-day
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844,31,28-day
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272,32,28-day
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818,33,28-day
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812,34,28-day
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182,17,Later
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588,18,Later
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,19,Later
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588,20,Later
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956,21,Later
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336,22,Later
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276,23,Later
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856,24,Later
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.798513279999995,25,Later
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412,26,Later
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.69808963999999,27,Later
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,28,Later
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832,29,Later
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.896079119999996,30,Later
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412,31,Later
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924,32,Later
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.40005615999999,33,Later
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012,34,Later
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588,17,Later
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684,18,Later
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,19,Later
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824,20,Later
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5009994,21,Later
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236,22,Later
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999,23,Later
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504,24,Later
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.19840936,25,Later
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452,26,Later
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999,27,Later
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,28,Later
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344,30,Later
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164,31,Later
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356,32,Later
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.5992248,33,Later
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508,34,Later
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204,35,Early
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896,35,Early
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836,35,28-day
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.447519959999997,35,Later
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578,35,Later
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856,36,Early
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436,36,Early
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512,36,28-day
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712,36,Later
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712,36,Later
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656,37,Early
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.986610239999997,37,Early
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956,37,28-day
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.963587759999996,37,Later
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016,37,Later
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632,38,Early
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.063491799999998,38,Early
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604,38,28-day
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976,38,Later
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784,38,Later
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084,39,Early
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184,39,Early
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312,39,28-day
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436,39,Later
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962,39,Later
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758,40,Early
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588,40,Early
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.483292759999998,40,28-day
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,31.53663224,40,Later
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976,40,Later
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212,41,Early
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.718234199999998,41,Early
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404,41,28-day
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268,41,Later
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408,41,Later
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036,42,Early
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296,42,Early
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28,21.53923024,42,28-day
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352,42,Later
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100,33.5430074,42,Later
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3,7.74971024,43,Early
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14,17.8229546,43,Early
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28,24.24197616,43,28-day
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56,32.8535314,43,Later
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,39.2311844,43,Later
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236,44,Early
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732,44,Early
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404,44,28-day
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264,44,Later
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100,53.90323368,44,Later
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,13.18278112,45,Early
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412,45,Early
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246,45,28-day
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936,45,Later
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,49.973220479999995,45,Later
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012,46,Early
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812,46,Early
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084,46,28-day
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372,46,Later
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776,46,Later
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3,19.93275116,47,Early
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14,25.68987576,47,Early
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28,30.2335226,47,28-day
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56,39.58971192,47,Later
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100,44.298833,47,Later
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.817099039999999,48,Early
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14,24.91766264,48,Early
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288,48,28-day
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56,38.32797084,48,Later
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100,42.347615919999996,48,Later
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3,13.54130864,49,Early
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14,26.310404159999997,49,Early
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28,31.640053639999998,49,28-day
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56,42.54756396,49,Later
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100,42.919881,49,Later
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3,13.33446584,50,Early
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14,25.3727168,50,Early
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28,37.404073,50,28-day
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56,44.395359639999995,50,Later
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100,47.739318239999996,50,Later
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3,19.519065559999998,51,Early
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14,31.35047372,51,Early
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28,38.500339839999995,51,28-day
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56,45.08483564,51,Later
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100,47.8151606,51,Later
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3,15.43736764,52,Early
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308,52,Early
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592,52,28-day
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868,52,Later
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100,45.83636448,52,Later
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,17.22311048,53,Early
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14,29.93015316,53,Early
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28,29.654362759999998,53,28-day
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56,36.96970312,53,Later
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100,43.58177796,53,Later
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3,13.12072828,54,Early
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14,24.42813468,54,Early
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28,32.66047812,54,28-day
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56,36.63875464,54,Later
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100,44.209201119999996,54,Later
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3,13.62404576,55,Early
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14,21.601283079999998,55,Early
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28,27.77209328,55,28-day
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56,35.570066839999996,55,Later
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100,45.3675208,55,Later
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3,7.3153403599999995,56,Early
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14,21.504756439999998,56,Early
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,31.2677366,56,28-day
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56,43.49904084,56,Later
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084,56,Later
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3,7.3980774799999995,57,Early
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14,23.5111316,57,Early
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28,31.11605188,57,28-day
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56,39.14844728,57,Later
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100,48.15300384,57,Later
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3,22.50449664,58,Early
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,34.67374804,58,Early
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28,34.73580088,58,28-day
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56,45.08483564,58,Later
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100,48.97348028,58,Later
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3,23.13881456,59,Early
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14,41.885667,59,Early
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28,48.28400428,59,28-day
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56,51.03501352,59,Later
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100,55.6407132,59,Later
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3,22.94576128,60,Early
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14,35.2322236,60,Early
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28,39.94134468,60,28-day
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56,48.718374159999996,60,Later
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100,52.04164848,60,Later
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3,21.02212324,61,Early
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14,33.35684888,61,Early
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28,33.94290348,61,28-day
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56,44.14025352,61,Later
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100,45.3675208,61,Later
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3,15.361525279999999,62,Early
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14,28.6822016,62,Early
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28,30.84715624,62,28-day
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56,42.030456959999995,62,Later
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978,62,Later
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3,21.78054684,63,Early
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,42.29245784,63,Early
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28,50.60064364,63,28-day
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56,55.82687172,63,Later
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100,60.949678399999996,63,Later
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112,64,Early
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14,42.21661548,64,Early
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,52.5035974,64,28-day
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524,64,Later
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784,64,Later
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3,23.80071152,65,Early
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,38.76923548,65,Early
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28,51.331488199999995,65,28-day
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56,56.847296199999995,65,Later
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100,58.60546,65,Later
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3,21.91154728,66,Early
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,36.990387399999996,66,Early
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28,47.401475,66,28-day
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136,66,Later
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,56.7438748,66,Later
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3,17.57474324,67,Early
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592,67,Early
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748,67,28-day
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514,67,Later
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100,50.07664188,67,Later
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,17.36790044,68,Early
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688,68,Early
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,45.939785879999995,68,28-day
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,51.4349096,68,Later
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100,59.30183076,68,Later
